x32,x33,x34,x35,x36,x1
-0.0052142857142857425,-0.0036666666666666475,-0.004562500000000025,0.0015882352941177073,0.0025000000000000946,0.0033684210526315817
-0.010357142857142827,-0.006066666666666738,-0.004562500000000025,-0.005352941176470651,0.000500000000000019,0.0014210526315790012
-0.006499999999999824,-0.006066666666666502,-0.0023124999999999396,-0.0011176470588234325,-0.002055555555555502,0.003315789473684336
-0.0032142857142855824,-0.002399999999999854,-0.0022499999999998632,0.0010588235294118047,0.002000000000000076,0.0009473684210526675
-0.0032142857142855824,-0.002399999999999854,-0.001687499999999842,-0.0015882352941174983,0.0015000000000000568,0.002368421052631669
-0.006499999999999824,-0.006666666666666525,-0.0056874999999998455,-0.00482352941176454,-0.0045555555555554,-0.0014736842105262469
-0.0006428571428571672,-0.002399999999999854,-0.0028124999999998845,-0.002117647058823401,-0.0014999999999998595,-0.0014210526315788143
-0.0006428571428571672,-0.0006000000000000227,-0.0022499999999998632,-0.0026470588235293032,-0.0019999999999998786,-0.0014210526315788143
0.0,-0.002400000000000091,-0.0022500000000000853,-0.003705882352941108,-0.003999999999999954,-0.003315789473684149
0.003928571428571408,0.0,-0.0022500000000000853,-0.0021176470588236095,-0.0034999999999999355,-0.0037894736842104828
0.003214285714285836,0.0018000000000000683,-0.0017499999999999183,-0.0037647058823529443,-0.0035555555555555588,-0.0047894736842103965
0.002642857142857074,0.005466666666666716,0.0040000000000000036,0.0005294117647059024,-0.0015000000000000568,-0.0014210526315790012
0.0032857142857142412,0.000666666666666534,0.0034374999999999822,0.0021764705882352372,-0.001000000000000038,-0.0028421052631580025
0.0045000000000001705,0.002400000000000091,0.0,0.0026470588235295123,0.0015000000000000568,-0.0014736842105262469
0.0019285714285715017,0.0030000000000001137,0.0011250000000000426,-0.0010588235294118047,0.0015000000000000568,0.00047368421052633377
0.0006428571428571672,-0.0006000000000000227,0.0005625000000000213,-0.0010588235294118047,-0.0030000000000001137,-0.00047368421052633377
-0.005142857142857338,-0.0012000000000000454,-0.0022500000000000853,-0.0010588235294118047,-0.0025000000000000946,-0.004263157894737003
-0.012357142857142987,-0.007866666666666806,-0.0040000000000000036,-0.004823529411764749,-0.0035555555555555588,-0.004789473684210583
